product_id,pubchem_cid,iupac_name,functional_description,sync_failed,sync_failed_reason,last_sync_attempt,last_sync_success
508,5988,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","Sucrose is a glycosyl glycoside formed by glucose and fructose units joined by an acetal oxygen bridge from hemiacetal of glucose to the hemiketal of the fructose. It has a role as an osmolyte, a sweetening agent, a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite, a human metabolite and an algal metabolite.",0,,2026-03-25 23:03:29.475792,2026-04-20 23:16:50
510,757,2-hydroxyacetic acid,Glycolic acid is a 2-hydroxy monocarboxylic acid that is acetic acid where the methyl group has been hydroxylated. It has a role as a metabolite and a keratolytic drug. It is a primary alcohol and a 2-hydroxy monocarboxylic acid. It is functionally related to an acetic acid. It is a conjugate acid of a glycolate.,0,,2026-03-25 23:03:54.996086,2026-04-20 23:16:52
511,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:18.387173,
513,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:20.501820,
514,150929,"3,4-dihydroxybutanoic acid","3,4-dihydroxybutyric acid is a -hydroxy fatty acid that is butyric acid substituted by hydroxy groups at positions 3 and 4 respectively. It has a role as a human metabolite. It is an omega-hydroxy-short-chain fatty acid and a 3-hydroxy fatty acid. It is functionally related to a butyric acid.",0,,2026-03-25 23:04:22.548578,2026-03-25 23:04:28.987938
517,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:30.002310,
519,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:32.056195,
520,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:34.153242,
521,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:04:36.216381,
525,5366020,"2,2-dimethyl-3-[(3E,7E,11E,15E)-3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl]oxirane","2,3-epoxysqualene is a squalene triterpenoid obtained by formal epoxidation across the 2,3 C=C bond of squalene. It is a squalene triterpenoid and an epoxide. It derives from a hydride of a squalene.",0,,2026-03-25 23:04:38.250993,2026-03-25 23:04:46.461507
526,11052747,"(1R,4R,4aS,8aR)-1-isopropenyl-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalene","Amorpha-4,11-diene is a member of octahydronaphthalenes and a sesquiterpene.",0,,2026-03-25 23:04:47.476469,2026-03-25 23:04:53.671003
527,68827,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one","(+)-artemisinin is a sesquiterpene lactone obtained from sweet wormwood, Artemisia annua, which is used as an antimalarial for the treatment of multi-drug resistant strains of falciparum malaria. It has a role as an antimalarial and a plant metabolite. It is an organic peroxide and a sesquiterpene lactone.",0,,2026-03-25 23:04:54.685158,2026-03-25 23:05:03.013241
531,440080,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-2-[[(2R,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl]oxymethyl]-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]oxy-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",1-kestose is a trisaccharide found in vegetables consisting of beta-D-fructofuranose having beta-D-fructofuranosyl and alpha-D-glucopyranosyl residues attached at the 1- and 2-positions respectively.,0,,2026-03-25 23:05:04.027985,2026-03-25 23:05:10.504722
532,14282017,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl]oxy-6-[[(2R,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl]oxymethyl]tetrahydropyran-3,4,5-triol",,0,,2026-03-25 23:05:11.518244,2026-03-25 23:05:17.301915
533,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:18.311404,
537,689043,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Caffeic Acid can cause cancer according to The World Health Organization's International Agency for Research on Cancer (IARC).,0,,2026-03-25 23:05:20.347810,2026-04-20 23:17:04
541,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:29.877824,
543,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:32.001691,
560,2724623,methyl (2R)-2-hydroxy-2-phenyl-acetate,,0,,2026-03-25 23:05:34.083815,2026-03-25 23:05:40.496818
561,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:41.507547,
562,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:43.553455,
568,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:45.618983,
572,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:05:47.644851,
573,864,5-(dithiolan-3-yl)pentanoic acid,"Lipoic acid is a heterocyclic thia fatty acid comprising pentanoic acid with a 1,2-dithiolan-3-yl group at the 5-position. It has a role as a geroprotector and a fundamental metabolite. It is a member of dithiolanes, a heterocyclic fatty acid and a thia fatty acid. It is functionally related to an octanoic acid. It is a conjugate acid of a lipoate.",0,,2026-03-25 23:05:49.744058,2026-04-20 23:17:13
578,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:13.081706,
584,135,4-hydroxybenzoic acid,4-hydroxybenzoic acid is a monohydroxybenzoic acid that is benzoic acid carrying a hydroxy substituent at C-4 of the benzene ring. It has a role as a plant metabolite and an algal metabolite. It is a conjugate acid of a 4-hydroxybenzoate.,0,,2026-03-25 23:06:15.094626,2026-04-20 23:17:14
594,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:27.654658,
595,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:29.620817,
604,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:31.579813,
611,311,"2-hydroxypropane-1,2,3-tricarboxylic acid","Citric acid is a tricarboxylic acid that is propane-1,2,3-tricarboxylic acid bearing a hydroxy substituent at position 2. It is an important metabolite in the pathway of all aerobic organisms. It has a role as a calcium chelator, an antimicrobial agent, a chelator, a food acidity regulator and a fundamental metabolite. It is a conjugate acid of a citrate anion and a citrate(1-).",0,,2026-03-25 23:06:33.643813,2026-04-20 23:17:17
612,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:50.645214,
629,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:06:52.644533,
632,8723,2-methylbutan-1-ol,2-methylbutan-1-ol is a primary alcohol that is isopentane substituted by a hydroxy group at position 1. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isopentane.,0,,2026-03-25 23:06:54.661276,2026-04-20 23:17:21
635,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:07:17.640759,
639,92209,2-methoxypropanoic acid,,0,,2026-03-25 23:07:19.701944,2026-03-25 23:07:26.798954
641,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:07:27.808384,
643,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:07:29.772897,
649,5835162,"(1E,5E)-8-isopropenyl-1,5-dimethyl-cyclodeca-1,5-diene",Germacrene A is a sesquiterpene and a germacrene.,0,,2026-03-25 23:07:31.803559,2026-03-25 23:07:37.529735
650,6918391,"(1S,2S,4R)-2,4-diisopropenyl-1-methyl-1-vinyl-cyclohexane","(-)-beta-elemene is the ()-enantiomer of beta-elemene that has (1S,2S,4R)-configuration. It has a role as an antineoplastic agent.",0,,2026-03-25 23:07:38.538937,2026-03-25 23:07:47.122792
659,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:07:48.133317,
666,14543446,"(3S,8R,9R,10S,13R,14S,17R)-17-[(1R)-1,5-dimethylhex-4-enyl]-4,4,9,13,14-pentamethyl-2,3,7,8,10,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","Cucurbitadienol is a tetracyclic triterpenoid that is 4,9-cyclo-9,10-secocholesta-5,24-diene substituted by methyl groups at the 9beta, 10, and 14 positions, and by a hydroxy group at position 1. It derives from a hydride of a cucurbitane.",0,,2026-03-25 23:07:50.183147,2026-03-25 23:07:56.151742
670,246983,"(3S,5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","Lanosterol is a tetracyclic triterpenoid that is lanosta-8,24-diene substituted by a beta-hydroxy group at the 3beta position. It is the compound from which all steroids are derived. It has a role as a mouse metabolite, a Saccharomyces cerevisiae metabolite, a plant metabolite, a bacterial metabolite and a human metabolite. It is a 14alpha-methyl steroid, a tetracyclic triterpenoid and a 3beta-sterol. It derives from a hydride of a lanostane.",0,,2026-03-25 23:07:57.165471,2026-04-20 23:17:32
671,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:05.783004,
682,10475633,,"Arterolane is an oxaspiro compound that is dispiro[cyclohexane-1,3'-[1,2,4]trioxolane-5',2''-tricyclo[3.3.1.13,7]decane] substituted by a 2-[(2-amino-2-methylpropyl)amino]-2-oxoethyl group at position 4s. Its maleic acid salt is used as an antimalarial drug in combination with piperaquine. It has a role as an antimalarial and an antiplasmodial drug. It is a secondary carboxamide, a trioxolane, an oxaspiro compound, a primary amino compound and a member of adamantanes. It is a conjugate base of an arterolane(1+).",0,,2026-03-25 23:08:07.844871,2026-03-25 23:08:15.333251
684,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:16.350166,
685,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:18.425207,
688,7427,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol","Alpha,alpha-trehalose is a trehalose in which both glucose residues have alpha-configuration at the anomeric carbon. It has a role as a geroprotector, a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a human metabolite.",0,,2026-03-25 23:08:20.716735,2026-04-20 23:17:37
689,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:42.940141,
695,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:44.955286,
696,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:08:47.063216,
699,6057,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,"L-tyrosine is an optically active form of tyrosine having L-configuration. It has a role as a micronutrient, a nutraceutical, an EC 1.3.1.43 (arogenate dehydrogenase) inhibitor and a fundamental metabolite. It is a L-alpha-amino acid, a tyrosine, an erythrose 4-phosphate/phosphoenolpyruvate family amino acid and a proteinogenic amino acid. It is functionally related to a L-tyrosinal. It is a conjugate base of a L-tyrosinium. It is a conjugate acid of a L-tyrosinate(1-). It is an enantiomer of a D-tyrosine. It is a tautomer of a L-tyrosine zwitterion.",0,,2026-03-25 23:08:49.082312,2026-04-20 23:17:41
701,33037,"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxyhexanedioic acid",D-glucaric acid is the D-enantiomer of glucaric acid. It has a role as an antineoplastic agent. It is a conjugate acid of a D-glucarate(1-). It is an enantiomer of a L-glucaric acid.,0,,2026-03-25 23:09:12.026750,2026-04-20 23:17:45
704,2682,hexadecan-1-ol,"Hexadecan-1-ol is a long-chain primary fatty alcohol that is hexadecane substituted by a hydroxy group at position 1. It has a role as a flavouring agent, a plant metabolite, a human metabolite and an algal metabolite. It is a hexadecanol and a long-chain primary fatty alcohol.",0,,2026-03-25 23:09:22.612795,2026-04-20 23:17:46
709,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:09:31.517050,
715,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:09:33.573242,
721,7654,2-phenylethyl acetate,Phenethyl acetate is the acetate ester of 2-phenylethanol. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is functionally related to a 2-phenylethanol.,0,,2026-03-25 23:09:35.665302,2026-04-20 23:17:49
726,263,butan-1-ol,"Butan-1-ol is a primary alcohol that is butane in which a hydrogen of one of the methyl groups is substituted by a hydroxy group. It it produced in small amounts in humans by the gut microbes. It has a role as a protic solvent, a mouse metabolite and a human metabolite. It is a primary alcohol, a short-chain primary fatty alcohol and an alkyl alcohol.",0,,2026-03-25 23:09:55.577954,2026-04-20 23:17:50
729,887,methanol,Methanol can cause developmental toxicity according to The National Toxicology Program.,0,,2026-03-25 23:10:09.301306,2026-04-20 23:17:53
740,135191,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",D-xylopyranose is D-Xylose in its pyranose form.,0,,2026-03-25 23:10:31.096584,2026-04-20 23:17:55
741,5793,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","D-glucopyranose is a glucopyranose having D-configuration. It has a role as a mouse metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a human metabolite. It is a D-glucose and a glucopyranose.",0,,2026-03-25 23:10:41.931527,2026-04-20 23:17:57
742,439195,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",L-arabinopyranose is the six-membered ring form of L-arabinose. It has a role as a mouse metabolite and an Escherichia coli metabolite.,0,,2026-03-25 23:10:51.323529,2026-04-20 23:17:59
743,6036,"(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",D-galactopyranose is a galactopyranose having D-configuration. It has a role as a mouse metabolite and an Escherichia coli metabolite. It is a D-galactose and a galactopyranose.,0,,2026-03-25 23:11:05.271534,2026-04-20 23:18:00
744,18950,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","D-mannopyranose is D-Mannose in its six-membered ring form. It has a role as a metabolite. It is a D-mannose, a D-aldohexose and a mannopyranose.",0,,2026-03-25 23:11:29.440531,2026-04-20 23:18:01
748,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:11:39.271805,
749,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:11:41.294376,
755,9294,"(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol","(-)-ephedrine is a phenethylamine alkaloid that is 2-phenylethanamine substituted by a methyl group at the amino nitrogen and a methyl and a hydroxy group at position 2 and 1 respectively. It has a role as a sympathomimetic agent, a xenobiotic, a vasoconstrictor agent, a plant metabolite, a bacterial metabolite, a nasal decongestant and an environmental contaminant. It is a member of phenylethanolamines and a phenethylamine alkaloid. It is a conjugate base of a (-)-ephedrinium.",0,,2026-03-25 23:11:43.376203,2026-04-20 23:18:05
756,7028,"(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol","Pseudoephedrine is a member of the class of the class of phenylethanolamines that is (1S)-2-(methylamino)-1-phenylethan-1-ol in which the pro-S hydrogen at position 2 is replaced by a methyl group. It has a role as a central nervous system drug, a bronchodilator agent, a sympathomimetic agent, a xenobiotic, an anti-asthmatic drug, a vasoconstrictor agent, a plant metabolite and a nasal decongestant. It is a member of phenylethanolamines, a secondary alcohol and a secondary amino compound. It is a conjugate base of a pseudoephedrine(1+).",0,,2026-03-25 23:11:54.256335,2026-04-20 23:18:06
784,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:12:17.623958,
792,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:12:19.654071,
797,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:12:21.639292,
802,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:12:23.699900,
812,115012,"(3S,4S,4aR,6aR,6bS,8aR,9R,12aS,14aR,14bR)-4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-3,9-diol","Soyasapogenol B is a pentacyclic triterpenoid that is oleanane containing a double bond between positions 12 and 13 and substituted by hydroxy groups at the 3beta, 22beta and 24-positions. It derives from a hydride of an oleanane.",0,,2026-03-25 23:12:25.749185,2026-03-25 23:12:32.621797
814,7997,propyl acetate,Propyl acetate is an acetate ester obtained by the formal condensation of acetic acid with propanol. It has a role as a fragrance and a plant metabolite. It is functionally related to a propan-1-ol.,0,,2026-03-25 23:12:33.635936,2026-04-20 23:18:11
815,8038,2-methylpropyl acetate,Isobutyl acetate is the acetate ester of isobutanol. It has a role as a Saccharomyces cerevisiae metabolite. It is functionally related to an isobutanol.,0,,2026-03-25 23:12:56.931416,2026-04-20 23:18:13
819,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:21.072566,
820,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:23.107069,
821,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:25.100273,
823,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:27.180563,
836,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:29.568085,
838,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:31.630717,
847,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:33.683826,
849,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:35.689678,
852,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:37.808324,
863,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:39.802299,
864,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:41.906340,
865,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:44.139573,
866,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:13:46.204100,
868,5280960,"(E)-3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)prop-2-en-1-one","2',4,4',6'-tetrahydroxychalcone is a member of the class of chalcones that is trans-chalcone substituted by hydroxy groups at positions 2' ,4, 4', and 6' respectively. It has a role as a metabolite, an anti-allergic agent and an anti-inflammatory agent. It is a member of chalcones, a member of (E)-2'-hydroxy-chalcones and a polyphenol. It is functionally related to a trans-chalcone.",0,,2026-03-25 23:13:48.257512,2026-03-25 23:13:54.450269
871,107689,(2S)-2-hydroxypropanoic acid,(S)-lactic acid is an optically active form of lactic acid having (S)-configuration. It has a role as an Escherichia coli metabolite and a human metabolite. It is a (2S)-2-hydroxy monocarboxylic acid and a 2-hydroxypropanoic acid. It is a conjugate acid of a (S)-lactate. It is an enantiomer of a (R)-lactic acid.,0,,2026-03-25 23:13:55.465065,2026-04-20 23:18:27
873,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:06.873502,
874,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:09.222156,
875,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:11.286724,
879,18818,4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,Sabinene is a thujene that is a bicyclic monoterpene isolated from the essential oils of various plant species. It has a role as a plant metabolite.,0,,2026-03-25 23:14:13.338552,2026-04-20 23:18:31
884,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:21.663915,
887,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:23.790832,
894,74663,[5-(hydroxymethyl)-2-furyl]methanol,"2,5-furandimethanol is a furan carrying two hydroxymethyl substituents at the 2- and 5-positions. It is a diol and a member of furans.",0,,2026-03-25 23:14:26.164985,2026-03-25 23:14:34.213914
899,1060,2-oxopropanoic acid,Pyruvic acid is a 2-oxo monocarboxylic acid that is the 2-keto derivative of propionic acid. It is a metabolite obtained during glycolysis. It has a role as a cofactor and a fundamental metabolite. It is functionally related to a propionic acid. It is a conjugate acid of a pyruvate.,0,,2026-03-25 23:14:35.253710,2026-04-20 23:18:35
913,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:51.960003,
917,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:54.010786,
931,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:56.075548,
959,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:14:58.061124,
968,444972,(E)-but-2-enedioic acid,"Fumaric acid is a butenedioic acid in which the C=C double bond has E geometry. It is an intermediate metabolite in the citric acid cycle. It has a role as a geroprotector, a food acidity regulator and a fundamental metabolite. It is a conjugate acid of a fumarate(1-).",0,,2026-03-25 23:15:00.223506,2026-04-20 23:18:40
981,297,methane,"Methane is a one-carbon compound in which the carbon is attached by single bonds to four hydrogen atoms. It is a colourless, odourless, non-toxic but flammable gas (b.p. 161C). It has a role as a fossil fuel, a member of greenhouse gas and a bacterial metabolite. It is a gas molecular entity, an alkane, a mononuclear parent hydride and a one-carbon compound. It is a conjugate acid of a methanide.",0,,2026-03-25 23:15:14.274155,2026-04-20 23:18:41
1005,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:15:43.828921,
1012,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:15:45.970954,
1013,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:15:49.002824,
1015,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:15:51.032566,
1030,24261,dioxosilane,Silicon dioxide is a silicon oxide made up of linear triatomic molecules in which a silicon atom is covalently bonded to two oxygens.,0,,2026-03-25 23:15:53.074543,2026-04-20 23:18:46
1038,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:16:27.191617,
1049,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:16:29.433859,
1054,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:16:31.843428,
1063,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:16:34.002761,
1066,445639,(Z)-octadec-9-enoic acid,"Oleic acid is an octadec-9-enoic acid in which the double bond at C-9 has Z (cis) stereochemistry. It has a role as an antioxidant, a solvent, a mouse metabolite, a plant metabolite, an Escherichia coli metabolite, an EC 3.1.1.1 (carboxylesterase) inhibitor and a Daphnia galeata metabolite. It is a conjugate acid of an oleate. It derives from a hydride of a cis-octadec-9-ene.",0,,2026-03-25 23:16:36.091221,2026-04-20 23:18:50
1070,1796220,"(1R,2S,7S,9S)-3,3,7-trimethyl-8-methylidenetricyclo[5.4.0.02,9]undecane",(+)-longifolene is a longifolene. It is an enantiomer of a (-)-longifolene.,0,,2026-03-25 23:16:52.533501,2026-04-20 23:18:52
1071,5283544,"2-[(2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl]-5,6-dimethoxy-3-methyl-1,4-benzoquinone","Ubiquinone-6 is a ubiquinone compound having a (2E,6E,10E,14E,18E)-3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaen-1-yl substituent at position 2. It has a role as a Saccharomyces cerevisiae metabolite.",0,,2026-03-25 23:17:00.817397,2026-03-25 23:17:08.444408
1082,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:09.463760,
1084,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:11.620920,
1085,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:13.770834,
1086,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:15.923894,
1092,82755,"4-(2-hydroxyethyl)benzene-1,2-diol","Hydroxytyrosol is a member of the class of catechols that is benzene-1,2-diol substituted by a 2-hydroxyethyl group at position 4. Isolated from Olea europaea, it exhibits antioxidant and antineoplastic activities. It has a role as an antioxidant, a metabolite and an antineoplastic agent. It is a primary alcohol and a member of catechols. It is functionally related to a 2-(4-hydroxyphenyl)ethanol.",0,,2026-03-25 23:17:17.973688,2026-03-25 23:17:27.847893
1104,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:28.857408,
1105,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:17:31.001646,
1115,20354,phenyl butanoate,Phenyl butyrate is a member of phenols and a benzoate ester.,0,,2026-03-25 23:17:33.161027,2026-04-20 23:19:00
1123,31249,diethyl butanedioate,Diethyl succinate is a fatty acid ester.,0,,2026-03-25 23:17:42.197548,2026-04-20 23:19:01
1124,6251,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol","D-mannitol is the D-enantiomer of mannitol. It has a role as a member of compatible osmolytes, a metabolite, an antiglaucoma drug, an osmotic diuretic, a sweetening agent, an allergen, a hapten, an Escherichia coli metabolite, a food anticaking agent, a food stabiliser, a food humectant, a food thickening agent and a food bulking agent.",0,,2026-03-25 23:17:53.047024,2026-04-20 23:19:03
1125,222285,"(2S,3R)-butane-1,2,3,4-tetrol","Erythritol is the meso-diastereomer of butane-1,2,3,4-tetrol. It has a role as an antioxidant, a plant metabolite and a human metabolite.",0,,2026-03-25 23:18:17.208490,2026-04-20 23:19:05
1144,2724505,(2S)-2-amino-4-phenyl-butanoic acid,L-homophenylalanine is a non-proteinogenic L-alpha-amino acid that is an analogue of L-phenylalanine having a 2-phenylethyl rather than a benzyl side-chain. It has a role as a bacterial metabolite.,0,,2026-03-25 23:18:27.681219,2026-03-25 23:18:37.160984
1175,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:18:38.175194,
1176,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:18:40.191973,
1183,6971271,(3S)-3-hydroxybutanoate,(S)-3-hydroxybutyrate is the conjugate base of (S)-3-hydroxybutyric acid. It is a conjugate base of a (S)-3-hydroxybutyric acid. It is an enantiomer of a (R)-3-hydroxybutyrate.,0,,2026-03-25 23:18:42.204516,2026-03-25 23:18:48.441628
1189,31276,3-methylbutyl acetate,Isoamyl acetate is the acetate ester of isoamylol. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is functionally related to an isoamylol.,0,,2026-03-25 23:18:49.450988,2026-04-20 23:19:11
1190,12209,2-methylbutyl acetate,2-methylbutyl acetate is the acetate ester of 2-methylbutan-1-ol. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is functionally related to a 2-methylbutan-1-ol.,0,,2026-03-25 23:19:01.727359,2026-04-20 23:19:13
1195,9815225,(1S)-1-hydroxy-1-phenyl-propan-2-one,(S)-phenylacetylcarbinol is a 1-hydroxy-1-phenylpropan-2-one that has (S)-configuration. It is an enantiomer of a (R)-phenylacetylcarbinol.,0,,2026-03-25 23:19:09.662914,2026-03-25 23:19:16.662659
1196,34755,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate",S-adenosyl-L-methioninate is a sulfonium betaine that is a conjugate base of S-adenosyl-L-methionine obtained by the deprotonation of the carboxy group. It has a role as a human metabolite. It is functionally related to a L-methioninate. It is a conjugate base of a S-adenosyl-L-methionine.,0,,2026-03-25 23:19:17.677377,2026-04-20 23:19:16
1200,439246,"(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",(S)-naringenin is the (S)-enantiomer of naringenin. It has a role as a plant metabolite and an expectorant. It is a (2S)-flavan-4-one and a naringenin. It is a conjugate acid of a (S)-naringenin(1-). It is an enantiomer of a (R)-naringenin.,0,,2026-03-25 23:19:26.848391,2026-03-25 23:19:35.426213
1210,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:19:36.439310,
1211,999,2-phenylacetic acid,"Phenylacetic acid is a monocarboxylic acid that is toluene in which one of the hydrogens of the methyl group has been replaced by a carboxy group. It has a role as an auxin, a toxin, a plant growth retardant, an allergen, a Saccharomyces cerevisiae metabolite, a plant metabolite, an Aspergillus metabolite, an Escherichia coli metabolite, a human metabolite and an EC 6.4.1.1 (pyruvate carboxylase) inhibitor. It is a member of benzenes, a monocarboxylic acid and a member of phenylacetic acids. It is functionally related to an acetic acid. It is a conjugate acid of a phenylacetate.",0,,2026-03-25 23:19:38.661424,2026-04-20 23:19:20
1213,342,3-methylphenol,M-cresol is a cresol with the methyl substituent at position 3. It is a minor urinary metabolite of toluene. It has a role as a human xenobiotic metabolite.,0,,2026-03-25 23:19:50.212923,2026-04-20 23:19:21
